Title,docking score
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(S(=O)(=O)NC4CC4)cc3)ncc2C1,-1.036
CS(=O)(=O)N1CCC[C@H](Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,-8.485
O=c1[nH]ccc2nc(NCc3ccncc3)c(-c3ccccc3)cc12,-8.244
N#C[C@@H]1CN(C(=O)OCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-8.217
COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,-10.243
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2cncc(F)c2)CC1,-7.051
C[C@@H](O)Cn1c2ccc(C(N)=O)cc2nc1[C@H]1CC[C@H](O)CC1,-5.731
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](COCc3cccnc3)C2)CC1,-7.72
Cn1cc(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)cn1,-7.524
c1ccc(-c2c(-c3ccc(OCCN4CCCCC4)cc3)oc3nccc(NCCc4cccnc4)c23)cc1,-7.753
CC(C)Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(N[C@@H](C)C(C)(C)C)c23)cn1,-7.507
C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cn[nH]c5)cc4c32)ccc1C,-7.555
NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccn1,-7.117
CN(C)[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,-9.471
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCC(O)CC4)cc3)n2)cc1,-8.682
CC(C)(O)C1CN([C@H]2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,-7.196
CC1CCN(C(=O)C2CCN(Cc3ccccc3)C2=O)CC1N(C)c1ncnc2[nH]ccc12,-8.646
CN(c1cccc(C#N)n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,-8.576
Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(S(C)(=O)=O)CC4)n2)cn1,-6.778
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(CO)CC2)CC1,-8.582
Cc1cc(Nc2nc(N3CCN(C(=O)N(C)C)CC3)nn3cccc23)n[nH]1,-8.631
COCC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,-8.108
FCCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,-9.365
CN(CC#N)C[C@H]1CC[C@H](N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1,-10.196
Cc1ncncc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,-7.701
CC(C)(C)OC(=O)C1CC[C@H](C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,-6.581
COC(=O)N1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccc(OC)c(F)c4)cc23)CC1,-8.724
CN1CCN(c2cccc(Nc3nc4c(-c5ccc(N6CCC(N7CCN(C)CC7)CC6)cc5)cccn4n3)c2)CC1,-8.264
COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,-6.309
N#C[C@H]1C[C@H](NCCC(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,-8.192
N#C[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-6.486
CN(c1ccnc(C#N)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,-9.202
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3ccccc3)CC4)n[nH]c2c1,-6.955
NC(=O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5cccc6c5OC(F)(F)O6)n4n3)cc2)CC1,-9.248
COCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,-8.38
CCS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(=O)NC,-6.167
C[C@@H]1CCN(C(=O)C2Cc3cc(Cl)ccc3O2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-6.692
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,-9.829
CC(F)(F)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,-7.839
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccncc3)n2)CC1,-6.61
O=C1OCCC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,-9.93
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccc3cc[nH]c23)CC1,-7.081
O=CC1=CCC[C@@H](C(=O)O)[C@]2(C1)Oc1ccc(O)cc1C2=O,-7.135
Cn1cc(-c2nn(C3CCN(C(=O)CC#N)CC3)c3ncnc(N)c23)cn1,-7.773
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(OC(F)F)nc2)CC1,-8.336
CCC(=O)Nc1nc2cccc(-c3ccc(OC)cc3)n2n1,-8.839
CC[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3sc(C)nc3C)nc12,-6.22
CNc1nc(Nc2cnn(C(CC(N)=O)C3CCCCC3)c2)ncc1C(F)(F)F,-5.941
NCCn1c(-c2ccccc2)nc2cc(C(N)=O)ccc21,-8.168
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CCN(c3ccnc(F)c3)CC2)c1,-5.813
CN1CCN(CCOC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)CC1,-6.404
C=CC(=O)N1CCC(Cn2nc(Br)c3c(N)ncnc32)CC1,-6.368
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4cc(C(=O)c5ccc(Oc6ccccc6F)cc5OCC(C)NN)cnc4[nH]3)n[nH]c2c1,-6.601
Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc(Cl)c1C#N,-8.372
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,-5.97
O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,-8.188
C[C@H](N[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1)C1CC1,-8.347
Nc1ncc(C(=O)Nc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,-6.727
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)C(O)CS3(=O)=O)n1,-9.788
Nc1nn2cccnc2c1-c1cc(NCc2ccccc2)ncn1,-8.778
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(-c4ccccc4)c3)n2)CC1,-5.51
CN(c1ccc(C(=O)NCCO)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,-8.304
CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2Cl)CC1,-7.141
C=C[C@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,-9.178
CC1CCCC(N(C)c2ncnc3[nH]ccc23)C1,-7.634
Cc1nc2ccccc2c(O)c1C(=O)/C=C/c1ccccc1,-6.593
c1ccc2c(c1)CCC[C@@H]2Nc1ccnc(-n2cnc3ccncc32)n1,-8.38
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@](C)(CO)C2)CC1,-7.542
CC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)[C@@H](C#N)C1,-8.499
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)cnc1OC,-5.927
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccc(=O)[nH]2)CC1,-8.207
FC1(F)Oc2ccc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)cc2O1,-9.189
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)nc2)n1,-8.081
CN(CC(F)(F)F)[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)[C@@H](C#N)C1,-7.375
CN(C)C(=O)/C(C#N)=C/c1ccc(Oc2cnc3[nH]ccc3n2)cc1,-7.499
NC(=O)c1cnn2cc(-c3cnc4ccccc4c3)cc2c1NC1CCOCC1,-8.418
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)C1CCCCC1,-9.009
Cc1nc(C(N)=O)c2[nH]c3cc(C(C)(C)O)ccc3c2c1-c1cccc(-n2cnc3ccccc3c2=O)c1C,-5.975
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NO)CC4)cc3)n2)cc1,-8.912
N#C[C@H]1COCC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,-8.646
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,-5.762
N#C[C@H]1C[C@@H](C(=O)N2CCC(F)(F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,-7.47
CC(C)(C)OC(=O)NCC1CC[C@@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,-7.34
Cn1c(C(=O)NCCCN2CCOCC2)cc2c(-c3ccc(NC(=O)[C@@H]4CCCN4C(=O)OC(C)(C)C)cc3)ncnc21,-7.643
Cc1cc(-c2nn(C3CCCN(C(=O)CN(C)C)C3)c3ncnc(N)c23)nn1C,-8.397
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC(N2CCc3ccccc32)CC1,-7.822
C=C(CNS(C)(=O)=O)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,-4.573
CS(=O)(=O)c1ccc(-c2cccn3nc(NCc4ccccn4)nc23)cc1,-9.715
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)CC1,-8.078
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NO)CC4)cc3)n2)cc1,-9.089
Cc1ccc(-c2cnc3[nH]cc(Cl)c3n2)c(NC2CCCN(S(=O)(=O)CC3CC3)C2)n1,-7.783
c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,-8.126
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,-9.168
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c(C)c1,-8.076
CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CCCCC4)ccc3C)ccc2n1,-7.194
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(=O)N4CCOCC4)c(OC)c3)ncc2Cl)c1,-8.948
FC(F)(F)c1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccc1Cl,-9.128
CC[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,-8.921
COc1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,-9.839
Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,-6.914
CN(CC(F)(F)F)C[C@H]1CC[C@H](N2CN(CC#N)C(=O)c3cnc4[nH]ccc4c32)CC1,-6.256
C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc(N)c2Cl)c1,-6.099
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4ccccc4[nH]3)n[nH]c2c1,-6.668
O=C(CCCCCCn1cc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cn1)NO,-6.999
CN(c1ccc(Cl)nn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,-8.772
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2C[C@@H]3C[C@H](C2)O3)C1,-9.405
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(S(=O)(=O)c2ccccc2)CC1,-6.939
CS(=O)(=O)c1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,-9.471
COCCOC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,-7.745
C=CC(=O)Nc1cccc(CNc2nc(Nc3cc(Cl)c(N4CCN(C)CC4)c(Cl)c3)ncc2Cl)c1,-8.726
N#C[C@H]1C[C@@H](OCC2CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-5.787
CCOC(=O)C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,-9.305
N#Cc1ccc(CCNC(=O)[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,-7.986
C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,-8.844
c1cc2c(ncc3ccc(C4CCCCC4)n32)[nH]1,-9.713
OC12CC3CC(C1)C(NC[C@H]1CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC1)C(C3)C2,-8.239
COc1ccc2cc1COCC=CCCOc1cccc(c1)-c1ccnc(n1)N2,-6.017
O=C(CCCCCN1C/C=C/COCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,-5.557
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](CO)C2)CC1,-8.408
CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(OC4CCOCC4)c23)n1,-6.127
CS(=O)(=O)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,-8.878
NC(=O)c1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)nc1,-8.609
Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cccc(Cl)c2)n1,-7.563
CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,-6.702
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,-8.554
Cc1noc(C)c1-c1cn2ncc(C(N)=O)c(N[C@@H]3CN(C(=O)C4(C#N)CC4)C[C@@H]3CF)c2n1,-9.493
COC(=O)c1cccc2[nH]c3c(C(N)=O)cc(-c4cccc(OC)c4)cc3c12,-8.121
N#C[C@H]1C[C@@H](NC(C2CC2)C2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,-5.362
CC1(COC(=O)N2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)COC1,-8.501
O=c1cc(-c2[nH]c(C3CCNCC3)nc2-c2ccc(F)cc2)cc[nH]1,-7.242
CC(C)CC(=O)N1CC[C@@H](N(C)c2ncnc3[nH]ccc23)C1,-8.483
CC(C)NC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,-7.918
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC(N)CC2)CC1,-6.436
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ncco4)c23)c1,-5.294
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC(O)(COc3cccc(F)c3)C2)CC1,-7.329
N#CCC(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,-9.085
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,-9.34
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2C#N)CC1,-8.465
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCNCC1,-9.144
CCC(=O)Nc1cccc(CNc2cc(Nc3ccccc3)ncc2C(N)=O)c1,-7.21
NC(=O)c1cnc(N2CCCC2)c2c1[nH]c1ccc(F)cc12,-6.847
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccc(C#N)c2)CC1,-6.805
CC(C)(C(=O)O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,-8.405
Oc1c2ccccc2c2c3c(cccc13)N=N2,-7.414
Cc1nccc(Nc2cc(N[C@@H]3CCN(c4ccc(C#N)cn4)C[C@@H]3F)c(C(N)=O)cn2)n1,-6.79
C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccc(N)nn4)ccc3c12)C(C)(C)C,-6.81
C[C@]1(O)CC[C@H](n2c(=O)[nH]c3cnc(-c4cnc5ccc(F)cn45)nc32)CC1,-9.381
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCN(c3ncccc3C(=O)NC3CC3)CC2)CC1,-5.594
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)nc2)n1,-7.648
Oc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,-6.139
C=CC(=O)N1CCCC(n2nc(-c3cc(C(C)(C)O)n(C)n3)c3c(N)ncnc32)C1,-7.069
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,-8.72
CCn1cc(-c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C#N)C4)c3n2)cn1,-8.923
Cc1ccc(-c2cccc(Nc3nn(C4(CC#N)CCN(C(=O)OC(C)(C)C)CC4)cc3C(N)=O)c2)cc1,-6.149
COC1CCCCC1N(C)c1ncnc2[nH]ccc12,-7.8
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,-4.368
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncc(F)c4)cc23)CC[C@]1(C)N,-9.124
N#C[C@@H]1C[C@H](C(=O)NC(C2CC2)C2CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,-5.712
Cn1cc(Nc2nccc(NC3CCC4(CC3)CCN(C(=O)CC#N)C4)n2)cn1,-8.83
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](F)C2)CC1,-8.064
N#CCNS(=O)(=O)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,-10.524
COc1ccc(-c2cc3c(N[C@H](CO)CC4CC4)c(C(N)=O)cnn3c2)cn1,-8.7
OCCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,-9.523
c1ccc(CCCN[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,-10.07
CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CN(C(=O)OC4CCOC4)C3)cc2C(N)=O)cc1,-7.104
COc1cc2c(=O)n(C3CCCCCCC3)c3c4cc[nH]c4ncc3c2cc1OC,-10.087
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,-7.244
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,-8.475
COc1cc(Cl)ccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)C4)nc12,-9.085
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NCC(F)F)CC1,-7.364
O=CO.c1ccc2c(c1)CSc1sccc1C2=C1CCNCC1,-6.239
O=c1[nH]ccc(N[C@H]2CC[C@@H](NCC(F)F)CC2)c1-c1nc2ccccc2[nH]1,-9.725
CC[C@H]1CCCCC1NS(=O)(=O)C[C@H]1CC[C@H](N(C)c2ncnc3[nH]ccc23)CC1,-7.383
N#CCc1ccccc1NCc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,-8.896
O=C(Nc1c[nH]nc1-c1cccc(Cl)c1)c1cnn2cccnc12,-8.06
CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)cc3C(N)=O)cc2)CC1,-9.054
N#C[C@@H]1CCN(Cc2ncco2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-8.037
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21,-9.206
CS(=O)(=O)N1CC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,-9.216
N#CCC1(COC(=O)N2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)CC1,-5.353
Cc1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(C(=O)C5(C#N)CC5)C[C@H]4C)c3n2)ccn1,-8.864
Fc1cc(C(F)(F)F)ccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,-8.737
CCCCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,-6.963
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C5CC5)ccc34)nc12)C(=O)N1CC(C#N)C1,-9.668
N#C[C@@H]1CN(C(=O)OC2Cc3ccccc3C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-5.636
CCOc1ccc(Nc2nc(N)nc(CCl)n2)cc1,-6.329
[C-]#[N+][C@H]1C[C@@H](C(C)(C)O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,-9.354
N#C[C@H]1CS(=O)(=O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-8.143
FC(F)(F)COC1CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,-9.531
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,-7.444
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,-8.82
COc1ccc(-c2nc3c(NCC4CCCNC4)c(Cl)cnc3[nH]2)cc1,-8.42
CCNC(=O)c1ccc(Nc2nccc(N3CCN(C(=O)CC#N)CC3)n2)cc1,-8.902
C=CC(=O)N1C[C@H](C)C[C@@H](Nc2ncnc3[nH]ccc23)C1,-6.852
O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CN3CCCS3(=O)=O)CC2)CN1CC(F)(F)F,-5.182
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@](O)(c3ccccn3)C2)CC1,-6.541
N#Cc1ccc(C(=O)N2CCCC23CCN(c2ncnc4[nH]ccc24)C3)cc1,-7.974
CN(c1ccc2nn[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,-8.652
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccnn3)n2)CC1,-7.691
FC(F)C(F)(F)Oc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,-8.699
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1,-5.764
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)n[nH]1,-7.487
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)CC1,-7.315
CCOC(=O)COC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,-7.049
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](O)[C@H](O)C2)CC1,-8.181
C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cn[nH]c6)cc5c43)cc21,-6.933
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(Cl)c4)cc23)CC[C@]1(C)N,-9.262
N#C[C@@H]1CCN(C(=O)OCC(F)(F)CO)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,-6.735
CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,-8.181
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)C5O[C@H]6CN[C@H]5C6)ccc4c3c2)c1,-7.789
C1=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)OCC1,-6.231
N#C[C@@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,-8.386
CCCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,-8.491
CN1CCN(c2cccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)c2)CC1,-8.611
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(Cc6cccnc6)CC5)ccc4c3c2)c1,-8.039
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(CN5CCS(=O)(=O)CC5)cc4)nn23)cc1,-9.51
CNC(=O)c1cnc(Nc2ccc(OC)cn2)cc1Nc1ccccc1S(C)(=O)=O,-6.287
CN(C(=O)N[C@H]1CCCN(S(C)(=O)=O)C1)c1cnc2[nH]ccc2n1,-8.532
CN1CCN(c2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,-9.03
[C-]#[N+][C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(/C=N/OC)cc2)n1,-8.253
CC(C)(C)OC(=O)N1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,-9.73
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC(NCC(F)F)CC1,-7.299
CN(C1CCC1)[C@H]1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@H](C#N)C1,-6.763
